timestamp,hour,month,day_of_week,is_weekday,outdoor_temp_c,humidity_pct,solar_radiation_wm2,occupancy_count,chiller_setpoint_c,cooling_load_kwh,comfort_score,is_sandstorm,is_chiller_fault,is_ramadan,is_public_holiday,is_heatwave
2024-01-02 08:00,8,1,1,1,27.6,58.4,317.6,555,7.6,162.04,87,0,0,0,0,0
2024-01-02 09:00,9,1,1,1,28.6,57.9,462.0,1059,7.41,255.08,83,0,0,0,0,0
2024-01-02 10:00,10,1,1,1,29.0,62.9,592.3,1051,7.39,277.78,81,0,0,0,0,0
2024-01-02 11:00,11,1,1,1,29.9,61.7,645.7,1341,7.7,333.33,75,0,0,0,0,0
2024-01-02 12:00,12,1,1,1,28.8,66.8,696.8,821,7.23,272.09,81,0,0,0,0,0
2024-01-02 13:00,13,1,1,1,28.7,67.0,680.9,792,7.65,265.74,80,0,0,0,0,0
2024-01-02 14:00,14,1,1,1,27.2,69.7,638.1,977,7.53,283.5,77,0,0,0,0,0
2024-01-02 15:00,15,1,1,1,26.1,64.5,603.3,1371,7.5,313.59,79,0,0,0,0,0
2024-01-02 16:00,16,1,1,1,24.8,76.5,474.6,1334,8.37,291.9,78,0,0,0,0,0
2024-01-02 17:00,17,1,1,1,24.3,79.6,326.4,478,8.56,158.34,85,0,0,0,0,0
2024-01-02 18:00,18,1,1,1,20.6,70.5,151.4,385,8.41,89.59,90,0,0,0,0,0
2024-01-02 19:00,19,1,1,1,19.9,75.0,19.4,112,8.72,35.89,94,0,0,0,0,0
2024-01-02 20:00,20,1,1,1,19.8,75.6,0.0,112,8.48,35.85,95,0,0,0,0,0
2024-01-02 21:00,21,1,1,1,20.4,69.7,0.0,7,8.26,18.8,90,0,0,0,0,0
2024-01-02 22:00,22,1,1,1,19.6,72.8,0.0,6,8.54,25.33,93,0,0,0,0,0
2024-01-02 23:00,23,1,1,1,21.5,70.2,0.0,24,8.52,13.61,95,0,0,0,0,0
2024-01-03 00:00,0,1,2,1,18.0,59.7,0.0,19,8.63,5.0,96,0,0,0,0,0
2024-01-03 01:00,1,1,2,1,18.0,65.9,0.0,47,8.55,12.43,95,0,0,0,0,0
2024-01-03 02:00,2,1,2,1,18.0,60.7,0.0,31,8.48,9.18,99,0,0,0,0,0
2024-01-03 03:00,3,1,2,1,18.0,65.5,0.0,8,8.45,8.32,92,0,0,0,0,0
2024-01-03 04:00,4,1,2,1,18.0,54.5,0.0,25,8.48,7.74,100,0,0,0,0,0
2024-01-03 05:00,5,1,2,1,23.6,55.1,0.0,10,8.59,5.0,100,0,0,0,0,0
2024-01-03 06:00,6,1,2,1,26.3,58.7,0.0,25,7.55,29.88,87,0,0,0,0,0
2024-01-03 07:00,7,1,2,1,26.0,56.7,149.4,130,7.49,67.35,97,0,0,0,0,0
2024-01-03 08:00,8,1,2,1,27.5,58.3,354.9,634,7.37,176.32,84,0,0,0,0,0
2024-01-03 09:00,9,1,2,1,29.2,53.6,438.0,1400,7.29,293.04,75,0,0,0,0,0
2024-01-03 10:00,10,1,2,1,28.3,58.5,577.1,1108,7.49,280.41,78,0,0,0,0,0
2024-01-03 11:00,11,1,2,1,29.3,69.1,658.7,1082,7.4,301.68,69,0,0,0,0,0
2024-01-03 12:00,12,1,2,1,28.9,62.3,700.1,701,7.33,255.74,81,0,0,0,0,0
2024-01-03 13:00,13,1,2,1,28.1,69.4,682.9,838,7.58,270.99,80,0,0,0,0,0
2024-01-03 14:00,14,1,2,1,27.4,67.2,661.9,1363,7.74,331.57,77,0,0,0,0,0
2024-01-03 15:00,15,1,2,1,26.3,72.3,569.7,1195,7.63,293.72,70,0,0,0,0,0
2024-01-03 16:00,16,1,2,1,24.7,70.9,426.8,1239,8.5,268.13,79,0,0,0,0,0
2024-01-03 17:00,17,1,2,1,23.5,73.2,331.0,333,8.59,128.98,95,0,0,0,0,0
2024-01-03 18:00,18,1,2,1,19.4,71.6,172.5,299,8.37,89.19,92,0,0,0,0,0
2024-01-03 19:00,19,1,2,1,20.4,71.4,0.0,158,8.42,41.18,97,0,0,0,0,0
2024-01-03 20:00,20,1,2,1,19.4,68.2,0.0,77,8.53,20.28,94,0,0,0,0,0
2024-01-03 21:00,21,1,2,1,21.8,70.0,0.0,52,8.51,24.65,94,0,0,0,0,0
2024-01-03 22:00,22,1,2,1,20.0,70.4,0.0,34,8.3,23.97,93,0,0,0,0,0
2024-01-03 23:00,23,1,2,1,21.3,74.7,0.0,23,8.58,13.87,86,0,0,0,0,0
2024-01-04 00:00,0,1,3,1,18.0,65.2,0.0,17,8.69,7.87,92,0,0,0,0,0
2024-01-04 01:00,1,1,3,1,18.0,62.9,0.0,20,8.3,13.26,100,0,0,0,0,0
2024-01-04 02:00,2,1,3,1,18.0,57.7,0.0,4,8.5,5.0,96,0,0,0,0,0
2024-01-04 03:00,3,1,3,1,18.0,59.0,0.0,9,8.52,5.0,98,0,0,0,0,0
2024-01-04 04:00,4,1,3,1,18.0,62.6,0.0,26,8.19,7.9,97,0,0,0,0,0
2024-01-04 05:00,5,1,3,1,23.8,56.8,0.0,13,8.58,12.67,100,0,0,0,0,0
2024-01-04 06:00,6,1,3,1,25.7,55.4,0.0,32,7.57,25.03,94,0,0,0,0,0
2024-01-04 07:00,7,1,3,1,26.6,62.2,172.6,101,7.35,74.69,88,0,0,0,0,0
2024-01-04 08:00,8,1,3,1,28.1,56.5,321.6,503,7.66,155.79,83,0,0,0,0,0
2024-01-04 09:00,9,1,3,1,29.1,54.1,420.8,1338,7.42,285.44,78,0,0,0,0,0
2024-01-04 10:00,10,1,3,1,28.9,60.8,568.8,1093,7.6,278.27,78,0,0,0,0,0
2024-01-04 11:00,11,1,3,1,28.0,68.9,665.5,1319,7.54,336.89,68,0,0,0,0,0
2024-01-04 12:00,12,1,3,1,28.1,65.1,682.4,658,7.45,245.92,78,0,0,0,0,0
2024-01-04 13:00,13,1,3,1,27.9,64.4,721.7,703,7.36,262.22,80,0,0,0,0,0
2024-01-04 14:00,14,1,3,1,28.0,69.4,643.0,1129,7.65,303.09,75,0,0,0,0,0
2024-01-04 15:00,15,1,3,1,27.7,66.0,575.1,1294,7.59,307.35,74,0,0,0,0,0
2024-01-04 16:00,16,1,3,1,25.1,73.8,462.7,1050,7.52,256.45,82,0,0,0,0,0
2024-01-04 17:00,17,1,3,1,23.7,68.1,338.0,595,8.49,161.35,84,0,0,0,0,0
2024-01-04 18:00,18,1,3,1,18.7,72.9,188.6,544,8.6,120.35,88,0,0,0,0,0
2024-01-04 19:00,19,1,3,1,19.0,71.9,25.6,97,8.52,39.2,87,0,0,0,0,0
2024-01-04 20:00,20,1,3,1,20.1,74.6,0.0,84,8.61,30.52,89,0,0,0,0,0
2024-01-04 21:00,21,1,3,1,18.7,73.4,0.0,59,8.55,30.35,90,0,0,0,0,0
2024-01-04 22:00,22,1,3,1,20.2,68.2,0.0,21,8.35,11.33,91,0,0,0,0,0
2024-01-04 23:00,23,1,3,1,21.2,66.6,0.0,52,8.38,12.6,95,0,0,0,0,0
2024-01-05 00:00,0,1,4,1,18.0,66.5,0.0,30,8.26,10.81,96,0,0,0,0,0
2024-01-05 01:00,1,1,4,1,18.0,61.4,0.0,48,8.47,10.54,98,0,0,0,0,0
2024-01-05 02:00,2,1,4,1,18.0,62.9,0.0,11,8.85,9.2,95,0,0,0,0,0
2024-01-05 03:00,3,1,4,1,18.0,61.0,0.0,27,8.66,5.32,95,0,0,0,0,0
2024-01-05 04:00,4,1,4,1,18.0,63.5,0.0,4,8.6,5.0,100,0,0,0,0,0
2024-01-05 05:00,5,1,4,1,24.2,61.2,0.0,28,8.33,17.32,100,0,0,0,0,0
2024-01-05 06:00,6,1,4,1,25.8,60.2,10.1,30,7.68,28.56,92,0,0,0,0,0
2024-01-05 07:00,7,1,4,1,26.1,58.5,177.4,176,7.56,76.41,95,0,0,0,0,0
2024-01-05 08:00,8,1,4,1,27.9,57.1,368.6,704,7.53,191.73,81,0,0,0,0,0
2024-01-05 09:00,9,1,4,1,28.4,58.8,472.4,1227,7.52,275.69,77,0,0,0,0,0
2024-01-05 10:00,10,1,4,1,29.1,60.8,607.4,1176,7.44,299.76,80,0,0,0,0,0
2024-01-05 11:00,11,1,4,1,29.7,62.3,680.7,1318,7.78,331.39,74,0,0,0,0,0
2024-01-05 12:00,12,1,4,1,29.0,66.1,690.1,674,7.51,253.9,82,0,0,0,0,0
2024-01-05 13:00,13,1,4,1,28.3,66.4,700.3,871,7.59,282.87,80,0,0,0,0,0
2024-01-05 14:00,14,1,4,1,28.0,73.3,652.7,1007,7.39,288.26,75,0,0,0,0,0
2024-01-05 15:00,15,1,4,1,25.5,68.8,587.4,1165,7.43,283.37,82,0,0,0,0,0
2024-01-05 16:00,16,1,4,1,25.5,71.8,444.8,1102,7.5,256.48,79,0,0,0,0,0
2024-01-05 17:00,17,1,4,1,23.8,72.2,323.6,253,8.39,118.8,92,0,0,0,0,0
2024-01-05 18:00,18,1,4,1,20.1,73.2,186.0,483,8.4,114.93,90,0,0,0,0,0
2024-01-05 19:00,19,1,4,1,19.7,72.1,19.0,146,8.7,41.61,90,0,0,0,0,0
2024-01-05 20:00,20,1,4,1,19.7,73.2,0.0,196,8.35,46.12,99,0,0,0,0,0
2024-01-05 21:00,21,1,4,1,20.1,67.9,0.0,59,8.61,23.36,91,0,0,0,0,0
2024-01-05 22:00,22,1,4,1,20.3,64.0,0.0,52,8.64,15.6,91,0,0,0,0,0
2024-01-05 23:00,23,1,4,1,22.0,66.8,0.0,52,8.77,16.28,90,0,0,0,0,0
2024-01-06 00:00,0,1,5,0,18.0,69.1,0.0,0,8.41,12.33,92,0,0,0,0,0
2024-01-06 01:00,1,1,5,0,18.0,62.9,0.0,0,8.68,9.27,88,0,0,0,0,0
2024-01-06 02:00,2,1,5,0,18.0,55.8,0.0,0,8.45,5.0,98,0,0,0,0,0
2024-01-06 03:00,3,1,5,0,18.0,59.2,0.0,0,8.57,6.45,96,0,0,0,0,0
2024-01-06 04:00,4,1,5,0,18.0,56.8,0.0,0,8.73,5.0,98,0,0,0,0,0
2024-01-06 05:00,5,1,5,0,25.2,58.4,0.0,0,7.56,15.43,96,0,0,0,0,0
2024-01-06 06:00,6,1,5,0,25.3,59.2,0.0,0,7.51,22.18,90,0,0,0,0,0
2024-01-06 07:00,7,1,5,0,27.0,60.3,174.5,0,7.07,66.03,90,0,0,0,0,0
2024-01-06 08:00,8,1,5,0,27.9,56.2,304.2,0,7.79,86.19,95,0,0,0,0,0
2024-01-06 09:00,9,1,5,0,28.4,66.6,471.5,159,7.49,145.53,88,0,0,0,0,0
2024-01-06 10:00,10,1,5,0,28.2,57.7,589.5,124,7.74,153.95,92,0,0,0,0,0
2024-01-06 11:00,11,1,5,0,29.2,67.8,662.9,160,7.57,183.19,87,0,0,0,0,0
2024-01-06 12:00,12,1,5,0,29.3,68.9,707.6,39,7.46,175.6,81,0,0,0,0,0
2024-01-06 13:00,13,1,5,0,29.3,64.1,678.0,58,7.18,169.25,85,0,0,0,0,0
2024-01-06 14:00,14,1,5,0,28.2,62.3,685.2,158,7.4,175.43,84,0,0,0,0,0
2024-01-06 15:00,15,1,5,0,27.1,74.8,624.9,150,7.58,172.94,87,0,0,0,0,0
2024-01-06 16:00,16,1,5,0,25.3,69.3,445.2,69,7.35,121.8,86,0,0,0,0,0
2024-01-06 17:00,17,1,5,0,23.4,69.8,344.1,48,8.47,92.7,94,0,0,0,0,0
2024-01-06 18:00,18,1,5,0,19.4,77.2,148.8,0,8.49,48.67,91,0,0,0,0,0
2024-01-06 19:00,19,1,5,0,20.3,71.9,7.7,0,8.56,20.63,92,0,0,0,0,0
2024-01-06 20:00,20,1,5,0,19.7,74.2,0.0,0,8.61,17.98,97,0,0,0,0,0
2024-01-06 21:00,21,1,5,0,19.7,71.4,0.0,0,8.38,20.25,91,0,0,0,0,0
2024-01-06 22:00,22,1,5,0,20.3,70.4,0.0,0,8.68,17.72,98,0,0,0,0,0
2024-01-06 23:00,23,1,5,0,19.8,68.0,0.0,0,8.5,7.4,89,0,0,0,0,0
2024-01-07 00:00,0,1,6,0,18.0,68.3,0.0,0,8.55,9.93,91,0,0,0,0,0
2024-01-07 01:00,1,1,6,0,18.0,61.2,0.0,0,8.47,5.0,99,0,0,0,0,0
2024-01-07 02:00,2,1,6,0,18.0,61.3,0.0,0,8.57,5.5,99,0,0,0,0,0
2024-01-07 03:00,3,1,6,0,18.0,58.6,0.0,0,8.76,5.0,100,0,0,0,0,0
2024-01-07 04:00,4,1,6,0,18.0,58.3,0.0,0,8.74,5.0,97,0,0,0,0,0
2024-01-07 05:00,5,1,6,0,23.2,57.5,0.0,0,8.62,7.28,99,0,0,0,0,0
2024-01-07 06:00,6,1,6,0,25.0,58.5,7.2,0,8.59,16.71,96,0,0,0,0,0
2024-01-07 07:00,7,1,6,0,26.6,54.7,181.7,0,7.26,59.38,96,0,0,0,0,0
2024-01-07 08:00,8,1,6,0,27.7,56.9,325.3,0,7.57,89.61,95,0,0,0,0,0
2024-01-07 09:00,9,1,6,0,28.0,55.8,459.5,131,7.45,131.87,93,0,0,0,0,0
2024-01-07 10:00,10,1,6,0,28.8,65.2,592.4,47,7.58,149.04,85,0,0,0,0,0
2024-01-07 11:00,11,1,6,0,29.3,57.5,655.6,100,7.4,163.73,91,0,0,0,0,0
2024-01-07 12:00,12,1,6,0,29.7,64.4,719.3,29,7.72,175.28,85,0,0,0,0,0
2024-01-07 13:00,13,1,6,0,28.5,67.1,682.3,179,7.39,190.88,82,0,0,0,0,0
2024-01-07 14:00,14,1,6,0,26.0,64.9,673.2,78,7.47,163.3,94,0,0,0,0,0
2024-01-07 15:00,15,1,6,0,26.5,69.5,572.6,61,7.5,142.02,90,0,0,0,0,0
2024-01-07 16:00,16,1,6,0,25.3,72.3,475.8,92,7.35,129.73,87,0,0,0,0,0
2024-01-07 17:00,17,1,6,0,22.6,70.1,316.4,145,8.16,93.31,97,0,0,0,0,0
2024-01-07 18:00,18,1,6,0,19.7,79.5,157.8,0,8.41,55.99,94,0,0,0,0,0
2024-01-07 19:00,19,1,6,0,19.6,74.1,0.0,0,8.4,21.71,92,0,0,0,0,0
2024-01-07 20:00,20,1,6,0,19.1,69.0,0.0,0,8.68,14.25,97,0,0,0,0,0
2024-01-07 21:00,21,1,6,0,20.6,73.6,0.0,0,8.39,17.64,91,0,0,0,0,0
2024-01-07 22:00,22,1,6,0,21.3,70.7,0.0,0,8.57,20.99,93,0,0,0,0,0
2024-01-07 23:00,23,1,6,0,21.0,71.7,0.0,0,8.58,13.1,90,0,0,0,0,0
2024-01-08 00:00,0,1,0,1,18.0,59.1,0.0,21,8.59,6.36,98,0,0,0,0,0
2024-01-08 01:00,1,1,0,1,18.0,58.9,0.0,40,8.64,8.4,100,0,0,0,0,0
2024-01-08 02:00,2,1,0,1,18.0,63.2,0.0,38,8.34,12.0,96,0,0,0,0,0
2024-01-08 03:00,3,1,0,1,18.0,61.8,0.0,10,8.59,9.69,100,0,0,0,0,0
2024-01-08 04:00,4,1,0,1,18.0,65.9,0.0,14,8.77,13.17,93,0,0,0,0,0
2024-01-08 05:00,5,1,0,1,24.3,56.5,0.0,12,8.5,9.8,100,0,0,0,0,0
2024-01-08 06:00,6,1,0,1,26.3,53.4,7.9,17,7.57,23.38,93,0,0,0,0,0
2024-01-08 07:00,7,1,0,1,26.2,54.8,151.1,230,7.19,77.15,88,0,0,0,0,0
2024-01-08 08:00,8,1,0,1,26.6,56.4,350.6,656,7.88,176.14,94,0,0,0,0,0
2024-01-08 09:00,9,1,0,1,29.3,57.5,483.3,1320,7.38,294.19,78,0,0,0,0,0
2024-01-08 10:00,10,1,0,1,29.4,65.4,577.9,1098,7.37,289.75,71,0,0,0,0,0
2024-01-08 11:00,11,1,0,1,29.1,68.5,666.0,1244,7.47,326.66,79,0,0,0,0,0
2024-01-08 12:00,12,1,0,1,29.8,61.6,685.1,717,7.42,258.02,84,0,0,0,0,0
2024-01-08 13:00,13,1,0,1,28.2,68.3,687.5,880,7.32,278.08,83,0,0,0,0,0
2024-01-08 14:00,14,1,0,1,27.3,70.4,642.5,1220,7.41,311.37,73,0,0,0,0,0
2024-01-08 15:00,15,1,0,1,26.7,68.1,571.7,1258,7.72,298.82,69,0,0,0,0,0
2024-01-08 16:00,16,1,0,1,25.8,71.1,478.9,964,7.51,245.39,78,0,0,0,0,0
2024-01-08 17:00,17,1,0,1,24.5,69.4,306.9,426,8.59,134.21,92,0,0,0,0,0
2024-01-08 18:00,18,1,0,1,18.9,73.6,151.3,409,8.67,99.76,93,0,0,0,0,0
2024-01-08 19:00,19,1,0,1,19.6,68.9,0.0,191,8.49,36.81,89,0,0,0,0,0
2024-01-08 20:00,20,1,0,1,20.3,78.1,0.0,59,8.71,29.47,88,0,0,0,0,0
2024-01-08 21:00,21,1,0,1,20.6,68.5,0.0,19,8.42,19.75,93,0,0,0,0,0
2024-01-08 22:00,22,1,0,1,20.3,64.3,0.0,59,8.49,19.86,92,0,0,0,0,0
2024-01-08 23:00,23,1,0,1,20.8,70.2,0.0,22,8.58,14.61,91,0,0,0,0,0
2024-01-09 00:00,0,1,1,1,18.0,68.2,0.0,39,8.61,13.31,97,0,0,0,0,0
2024-01-09 01:00,1,1,1,1,18.0,65.4,0.0,45,8.44,10.54,96,0,0,0,0,0
2024-01-09 02:00,2,1,1,1,18.0,57.8,0.0,4,8.53,5.51,99,0,0,0,0,0
2024-01-09 03:00,3,1,1,1,18.0,62.8,0.0,8,8.71,11.0,100,0,0,0,0,0
2024-01-09 04:00,4,1,1,1,18.0,59.0,0.0,3,8.38,6.94,100,0,0,0,0,0
2024-01-09 05:00,5,1,1,1,24.2,56.4,0.0,41,8.21,14.05,98,0,0,0,0,0
2024-01-09 06:00,6,1,1,1,24.7,59.5,0.0,5,8.58,17.0,91,0,0,0,0,0
2024-01-09 07:00,7,1,1,1,27.0,52.7,192.7,260,7.69,90.25,93,0,0,0,0,0
2024-01-09 08:00,8,1,1,1,26.8,56.7,349.1,469,7.53,148.32,92,0,0,0,0,0
2024-01-09 09:00,9,1,1,1,29.2,53.5,484.4,1005,7.58,252.33,83,0,0,0,0,0
2024-01-09 10:00,10,1,1,1,29.5,60.3,584.3,1192,7.52,295.28,80,0,0,0,0,0
2024-01-09 11:00,11,1,1,1,29.2,62.4,653.2,891,7.55,273.47,81,0,0,0,0,0
2024-01-09 12:00,12,1,1,1,28.7,66.8,709.7,606,7.63,247.12,82,0,0,0,0,0
2024-01-09 13:00,13,1,1,1,27.9,67.3,676.7,684,7.5,246.67,78,0,0,0,0,0
2024-01-09 14:00,14,1,1,1,26.9,74.1,673.5,1348,7.4,334.53,73,0,0,0,0,0
2024-01-09 15:00,15,1,1,1,26.7,71.5,599.4,1319,7.53,316.45,73,0,0,0,0,0
2024-01-09 16:00,16,1,1,1,24.2,76.0,474.4,1375,8.33,295.76,78,0,0,0,0,0
2024-01-09 17:00,17,1,1,1,23.4,72.0,325.9,460,8.14,142.82,93,0,0,0,0,0
2024-01-09 18:00,18,1,1,1,18.9,70.8,171.4,388,8.3,96.42,85,0,0,0,0,0
2024-01-09 19:00,19,1,1,1,19.1,72.1,0.0,51,8.5,23.74,96,0,0,0,0,0
2024-01-09 20:00,20,1,1,1,18.8,72.3,0.0,189,8.38,41.75,91,0,0,0,0,0
2024-01-09 21:00,21,1,1,1,18.9,70.6,0.0,42,8.66,15.76,88,0,0,0,0,0
2024-01-09 22:00,22,1,1,1,20.7,70.5,0.0,36,8.64,19.2,91,0,0,0,0,0
2024-01-09 23:00,23,1,1,1,21.0,64.6,0.0,22,8.17,9.25,96,0,0,0,0,0
2024-01-10 00:00,0,1,2,1,18.0,63.0,0.0,47,8.68,10.54,96,0,0,0,0,0
2024-01-10 01:00,1,1,2,1,18.0,64.1,0.0,6,8.6,7.44,95,0,0,0,0,0
2024-01-10 02:00,2,1,2,1,18.0,55.4,0.0,28,8.21,9.69,100,0,0,0,0,0
2024-01-10 03:00,3,1,2,1,18.0,64.9,0.0,13,8.39,13.16,95,0,0,0,0,0
2024-01-10 04:00,4,1,2,1,18.0,58.9,0.0,45,8.23,9.58,100,0,0,0,0,0
2024-01-10 05:00,5,1,2,1,24.5,54.3,0.0,8,8.72,8.73,100,0,0,0,0,0
2024-01-10 06:00,6,1,2,1,26.1,55.3,27.9,20,7.47,26.24,100,0,0,0,0,0
2024-01-10 07:00,7,1,2,1,27.6,57.1,158.3,56,7.33,65.1,92,0,0,0,0,0
2024-01-10 08:00,8,1,2,1,27.5,57.3,317.9,515,7.74,153.6,91,0,0,0,0,0
2024-01-10 09:00,9,1,2,1,27.4,60.9,434.5,912,7.76,233.2,77,0,0,0,0,0
2024-01-10 10:00,10,1,2,1,28.5,59.1,560.3,889,7.37,253.57,76,0,0,0,0,0
2024-01-10 11:00,11,1,2,1,28.9,62.3,632.3,1162,7.67,306.4,75,0,0,0,0,0
2024-01-10 12:00,12,1,2,1,28.8,60.5,747.8,679,7.54,262.53,81,0,0,0,0,0
2024-01-10 13:00,13,1,2,1,28.9,63.6,692.4,943,7.67,287.53,76,0,0,0,0,0
2024-01-10 14:00,14,1,2,1,27.1,73.1,642.6,1224,7.46,317.17,79,0,0,0,0,0
2024-01-10 15:00,15,1,2,1,27.2,70.3,572.0,1189,7.6,295.06,79,0,0,0,0,0
2024-01-10 16:00,16,1,2,1,25.9,73.1,448.7,1101,7.42,255.55,80,0,0,0,0,0
2024-01-10 17:00,17,1,2,1,24.3,74.0,339.6,507,8.41,159.13,89,0,0,0,0,0
2024-01-10 18:00,18,1,2,1,19.3,72.5,149.9,362,8.39,91.43,88,0,0,0,0,0
2024-01-10 19:00,19,1,2,1,19.6,71.3,12.2,125,8.47,34.22,89,0,0,0,0,0
2024-01-10 20:00,20,1,2,1,19.4,69.1,0.0,170,8.48,39.43,87,0,0,0,0,0
2024-01-10 21:00,21,1,2,1,20.1,70.9,0.0,36,8.5,16.09,93,0,0,0,0,0
2024-01-10 22:00,22,1,2,1,21.6,72.7,0.0,4,8.33,21.83,93,0,0,0,0,0
2024-01-10 23:00,23,1,2,1,21.6,63.6,0.0,46,8.51,9.45,94,0,0,0,0,0
2024-01-11 00:00,0,1,3,1,18.0,65.5,0.0,37,8.41,11.01,92,0,0,0,0,0
2024-01-11 01:00,1,1,3,1,18.0,62.1,0.0,13,8.38,8.83,97,0,0,0,0,0
2024-01-11 02:00,2,1,3,1,18.0,60.6,0.0,18,8.49,8.4,99,0,0,0,0,0
2024-01-11 03:00,3,1,3,1,18.0,59.9,0.0,38,8.51,8.27,96,0,0,0,0,0
2024-01-11 04:00,4,1,3,1,18.0,61.7,0.0,2,8.56,5.0,92,0,0,0,0,0
2024-01-11 05:00,5,1,3,1,23.9,53.1,0.0,2,8.29,8.83,100,0,0,0,0,0
2024-01-11 06:00,6,1,3,1,25.7,60.1,0.0,10,7.49,26.37,94,0,0,0,0,0
2024-01-11 07:00,7,1,3,1,27.3,60.5,183.7,148,7.29,81.45,93,0,0,0,0,0
2024-01-11 08:00,8,1,3,1,27.2,58.2,322.1,507,7.35,148.45,80,0,0,0,0,0
2024-01-11 09:00,9,1,3,1,28.8,59.1,416.0,1123,7.5,258.57,81,0,0,0,0,0
2024-01-11 10:00,10,1,3,1,29.3,61.1,584.9,953,7.53,264.91,80,0,0,0,0,0
2024-01-11 11:00,11,1,3,1,29.6,64.9,627.5,1140,7.26,300.36,74,0,0,0,0,0
2024-01-11 12:00,12,1,3,1,29.8,65.7,695.3,936,7.47,289.43,77,0,0,0,0,0
2024-01-11 13:00,13,1,3,1,27.7,71.3,702.8,651,7.57,253.52,78,0,0,0,0,0
2024-01-11 14:00,14,1,3,1,26.8,70.4,649.8,1158,7.59,302.2,79,0,0,0,0,0
2024-01-11 15:00,15,1,3,1,26.5,69.1,543.6,1072,7.47,274.28,74,0,0,0,0,0
2024-01-11 16:00,16,1,3,1,25.1,73.7,455.6,1364,7.55,287.76,76,0,0,0,0,0
2024-01-11 17:00,17,1,3,1,24.1,74.4,326.1,563,8.41,159.58,87,0,0,0,0,0
